,mol,chemsys,ip_gas,ip_sol,ea_gas,ea_sol,EW_gas,EW_sol
65,64,C-H-O-S,7.489899604146382,5.081662051813764,-2.6816183502594386,-1.3180141326416248,10.171517954405822,6.399676184455388
66,66,C-F-H-O-P,8.926899854922235,6.835393844552163,-1.138424373057748,0.2067523108845992,10.065324227979982,6.628641533667564
67,67,C-H-O-S,8.25143214093092,5.979857512955942,-1.2636742404150794,0.560098373055486,9.515106381346,5.419759139900456
68,69,C-F-H-O,7.014428578237752,4.8637986756458,-3.307708615542596,-1.79933281450619,10.322137193780348,6.66313149015199
69,70,C-F-H-O,8.429998766838875,6.139272377201305,-1.230703168912301,1.2918185015544008,9.660701935751176,4.847453875646904
70,71,C-F-H-O,8.930931525389893,6.825081759584322,-2.2824608000000866,-0.3510753720207191,11.21339232538998,7.1761571316050405
71,72,C-F-H-O,8.501610203108536,6.27041990673326,-2.401399699480128,-0.5388144207241679,10.903009902588664,6.809234327457427
72,73,C-F-H-O-S,8.757245678757593,6.498315834196758,-1.0423162487041542,0.4901488082908567,9.799561927461747,6.008167025905901
73,74,C-H-O,9.197414012435145,6.850662095337096,0.2158488621758196,1.9843993347136824,8.981565150259325,4.866262760623414
74,75,C-H-O,7.570751871501132,5.459279073576809,-2.528205498445394,-0.524631865286979,10.098957369946524,5.983910938863788
75,76,C-H-N-O,8.929242306734348,6.651096872538904,-1.8260367813473604,-0.1071613699482236,10.755279088081709,6.758258242487128
76,79,C-F-H-O,7.893105071503701,5.701893372020212,-2.394338288083956,-0.5175441036286023,10.287443359587655,6.219437475648815
77,80,C-H-O,8.242321417617227,5.6387374321234045,-2.64583370155468,-0.6367473678747667,10.888155119171904,6.275484799998171
78,81,C-H-O,8.328886356476673,6.305119425907309,-2.602500727461347,-0.6221146487061351,10.93138708393802,6.927234074613444
79,82,C-H-O-S,7.784799956475863,5.0297541699448605,-2.8262794942991736,1.076806288082894,10.611079450775035,3.952947881861967
80,83,C-H-O-S,8.740216783418349,6.379657600003185,-3.122236201035489,-1.4857804932646368,11.86245298445384,7.865438093267821
81,84,C-F-H-O,9.006517782385593,6.920217403107502,-2.0125706694302217,-0.3007771461151862,11.019088451815817,7.220994549222688
82,85,C-H-O-S,8.084785585491739,5.888134659064418,-1.0861373492230213,0.7455705989681456,9.17092293471476,5.142564060096273
83,86,C-F-H-O,8.82268237098318,6.803320271503672,-2.1565505865268704,-0.2634539171011798,10.979232957510051,7.066774188604852
84,87,C-F-H-O,9.073507038340797,6.911915454923831,-2.0779734673584214,-0.267399854926339,11.15148050569922,7.179315309850169
85,88,C-F-H-O,8.852078078754287,6.678040739898915,-2.216114269428753,-0.4225272248721331,11.06819234818304,7.100567964771048
86,91,C-F-H-O-S,8.194631544043363,6.03192918134574,-2.4305446217554856,-0.8799870673552617,10.625176165798848,6.911916248701002
87,92,C-H-O,7.600356899481975,5.47048378031297,-2.301389823832763,-0.3520996373062071,9.901746723314735,5.822583417619176
88,93,C-H-O,6.176002563729831,4.111365734715097,-2.4755074860095108,-0.520842520205958,8.651510049739342,4.632208254921055
89,94,C-F-H-O,8.756552596893544,6.466618008288455,-1.5317228974106996,1.037218391709502,10.288275494304242,5.429399616578953
90,95,C-H-O,7.549828930570342,5.260712169950361,-3.518763036269512,-1.8358238818654853,11.068591966839854,7.096536051815846
91,96,C-H-O-S,7.685880006218547,5.621284346115308,-1.7243368518139972,0.588679620725931,9.410216858032545,5.032604725389377
92,97,C-H-O-S,8.73763413471288,6.578672053888113,-0.962631906733942,0.8511783958509747,9.700266041446822,5.7274936580371385
93,98,C-H-O-S,8.784508632122876,6.77691873989666,-0.9543894487075708,0.99281214300336,9.738898080830449,5.7841065968933
94,99,C-H-O-S,8.215475595853048,5.895998271501016,-0.8631660911905179,0.9944181886023982,9.078641687043566,4.901580082898618
95,100,C-H-O,8.12284998963697,5.93322623005154,-2.5650063834192407,-0.5734659544049863,10.68785637305621,6.506692184456526
